IF 6,WHILE 24,MINUS 26,PLUS 28,DIGIT 66,ID 522,
523
36	131	129	
36	128	132	
36	130	132	
114	133	134	
36	135	131	
36	135	133	
36	132	136	
36	134	136	
115	137	138	
36	139	135	
36	139	137	
36	136	140	
36	138	140	
116	141	142	
36	143	139	
36	143	141	
36	140	144	
36	142	144	
117	145	146	
36	147	143	
36	147	145	
36	144	148	
36	146	148	
118	149	150	
36	151	147	
36	151	149	
36	148	152	
36	150	152	
119	153	154	
36	155	151	
36	155	153	
36	152	156	
36	154	156	
120	157	158	
36	159	155	
36	159	157	
36	156	160	
36	158	160	
121	161	162	
36	163	159	
36	163	161	
36	160	164	
36	162	164	
122	165	166	
36	167	163	
36	167	165	
36	164	168	
36	166	168	
65	169	170	
36	171	167	
36	171	169	
36	168	172	
36	170	172	
66	173	174	
36	175	171	
36	175	173	
36	172	176	
36	174	176	
67	177	178	
36	179	175	
36	179	177	
36	176	180	
36	178	180	
68	181	182	
36	183	179	
36	183	181	
36	180	184	
36	182	184	
69	185	186	
36	187	183	
36	187	185	
36	184	188	
36	186	188	
70	189	190	
36	191	187	
36	191	189	
36	188	192	
36	190	192	
71	193	194	
36	195	191	
36	195	193	
36	192	196	
36	194	196	
72	197	198	
36	199	195	
36	199	197	
36	196	200	
36	198	200	
73	201	202	
36	203	199	
36	203	201	
36	200	204	
36	202	204	
74	205	206	
36	207	203	
36	207	205	
36	204	208	
36	206	208	
75	209	210	
36	211	207	
36	211	209	
36	208	212	
36	210	212	
76	213	214	
36	215	211	
36	215	213	
36	212	216	
36	214	216	
77	217	218	
36	219	215	
36	219	217	
36	216	220	
36	218	220	
78	221	222	
36	223	219	
36	223	221	
36	220	224	
36	222	224	
79	225	226	
36	227	223	
36	227	225	
36	224	228	
36	226	228	
80	229	230	
36	231	227	
36	231	229	
36	228	232	
36	230	232	
81	233	234	
36	235	231	
36	235	233	
36	232	236	
36	234	236	
82	237	238	
36	239	235	
36	239	237	
36	236	240	
36	238	240	
83	241	242	
36	243	239	
36	243	241	
36	240	244	
36	242	244	
84	245	246	
36	247	243	
36	247	245	
36	244	248	
36	246	248	
85	249	250	
36	251	247	
36	251	249	
36	248	252	
36	250	252	
86	253	254	
36	255	251	
36	255	253	
36	252	256	
36	254	256	
87	257	258	
36	259	255	
36	259	257	
36	256	260	
36	258	260	
88	261	262	
36	263	259	
36	263	261	
36	260	264	
36	262	264	
89	265	266	
36	267	263	
36	267	265	
36	264	268	
36	266	268	
90	269	270	
36	271	267	
36	271	269	
36	268	272	
36	270	272	
97	273	274	
98	275	276	
36	277	273	
36	277	275	
36	274	278	
36	276	278	
99	279	280	
36	281	277	
36	281	279	
36	278	282	
36	280	282	
100	283	284	
36	285	281	
36	285	283	
36	282	286	
36	284	286	
101	287	288	
36	289	285	
36	289	287	
36	286	290	
36	288	290	
102	291	292	
36	293	289	
36	293	291	
36	290	294	
36	292	294	
103	295	296	
36	297	293	
36	297	295	
36	294	298	
36	296	298	
104	299	300	
36	301	297	
36	301	299	
36	298	302	
36	300	302	
105	303	304	
36	305	301	
36	305	303	
36	302	306	
36	304	306	
106	307	308	
36	309	305	
36	309	307	
36	306	310	
36	308	310	
107	311	312	
36	313	309	
36	313	311	
36	310	314	
36	312	314	
108	315	316	
36	317	313	
36	317	315	
36	314	318	
36	316	318	
109	319	320	
36	321	317	
36	321	319	
36	318	322	
36	320	322	
110	323	324	
36	325	321	
36	325	323	
36	322	326	
36	324	326	
111	327	328	
36	329	325	
36	329	327	
36	326	330	
36	328	330	
112	331	332	
36	333	329	
36	333	331	
36	330	334	
36	332	334	
113	335	336	
36	337	333	
36	337	335	
36	334	338	
36	336	338	
114	339	340	
36	341	337	
36	341	339	
36	338	342	
36	340	342	
115	343	344	
36	345	341	
36	345	343	
36	342	346	
36	344	346	
116	347	348	
36	349	345	
36	349	347	
36	346	350	
36	348	350	
117	351	352	
36	353	349	
36	353	351	
36	350	354	
36	352	354	
118	355	356	
36	357	353	
36	357	355	
36	354	358	
36	356	358	
119	359	360	
36	361	357	
36	361	359	
36	358	362	
36	360	362	
120	363	364	
36	365	361	
36	365	363	
36	362	366	
36	364	366	
121	367	368	
36	369	365	
36	369	367	
36	366	370	
36	368	370	
122	371	372	
36	373	369	
36	373	371	
36	370	374	
36	372	374	
65	375	376	
36	377	373	
36	377	375	
36	374	378	
36	376	378	
66	379	380	
36	381	377	
36	381	379	
36	378	382	
36	380	382	
67	383	384	
36	385	381	
36	385	383	
36	382	386	
36	384	386	
68	387	388	
36	389	385	
36	389	387	
36	386	390	
36	388	390	
69	391	392	
36	393	389	
36	393	391	
36	390	394	
36	392	394	
70	395	396	
36	397	393	
36	397	395	
36	394	398	
36	396	398	
71	399	400	
36	401	397	
36	401	399	
36	398	402	
36	400	402	
72	403	404	
36	405	401	
36	405	403	
36	402	406	
36	404	406	
73	407	408	
36	409	405	
36	409	407	
36	406	410	
36	408	410	
74	411	412	
36	413	409	
36	413	411	
36	410	414	
36	412	414	
75	415	416	
36	417	413	
36	417	415	
36	414	418	
36	416	418	
76	419	420	
36	421	417	
36	421	419	
36	418	422	
36	420	422	
77	423	424	
36	425	421	
36	425	423	
36	422	426	
36	424	426	
78	427	428	
36	429	425	
36	429	427	
36	426	430	
36	428	430	
79	431	432	
36	433	429	
36	433	431	
36	430	434	
36	432	434	
80	435	436	
36	437	433	
36	437	435	
36	434	438	
36	436	438	
81	439	440	
36	441	437	
36	441	439	
36	438	442	
36	440	442	
82	443	444	
36	445	441	
36	445	443	
36	442	446	
36	444	446	
83	447	448	
36	449	445	
36	449	447	
36	446	450	
36	448	450	
84	451	452	
36	453	449	
36	453	451	
36	450	454	
36	452	454	
85	455	456	
36	457	453	
36	457	455	
36	454	458	
36	456	458	
86	459	460	
36	461	457	
36	461	459	
36	458	462	
36	460	462	
87	463	464	
36	465	461	
36	465	463	
36	462	466	
36	464	466	
88	467	468	
36	469	465	
36	469	467	
36	466	470	
36	468	470	
89	471	472	
36	473	469	
36	473	471	
36	470	474	
36	472	474	
90	475	476	
36	477	473	
36	477	475	
36	474	478	
36	476	478	
48	479	480	
36	481	477	
36	481	479	
36	478	482	
36	480	482	
49	483	484	
36	485	481	
36	485	483	
36	482	486	
36	484	486	
50	487	488	
36	489	485	
36	489	487	
36	486	490	
36	488	490	
51	491	492	
36	493	489	
36	493	491	
36	490	494	
36	492	494	
52	495	496	
36	497	493	
36	497	495	
36	494	498	
36	496	498	
53	499	500	
36	501	497	
36	501	499	
36	498	502	
36	500	502	
54	503	504	
36	505	501	
36	505	503	
36	502	506	
36	504	506	
55	507	508	
36	509	505	
36	509	507	
36	506	510	
36	508	510	
56	511	512	
36	513	509	
36	513	511	
36	510	514	
36	512	514	
57	515	516	
36	517	513	
36	517	515	
36	514	518	
36	516	518	
36	519	517	
36	519	520	
36	518	517	
36	518	520	
36	521	271	
36	272	519	
36	520	522	
36	0	521	
